id,ticker,title,category,release_date,provider,url,article_id,Year,Month,day,Score
287613,AAPL,Pfizer Gets Regular Approval For Breast Cancer Drug Ibrance,opinion,2017-04-02,Zacks Investment Research,https://www.investing.com/analysis/pfizer-gets-regular-approval-for-breast-cancer-drug-ibrance-200181084,200181084,2017,04,02,0
287733,AAPL,A Bullish S P 500 Breakout Meets A Bearish VIX Breakdown,opinion,2017-01-26,Dr. Duru,https://www.investing.com/analysis/a-bullish-s-p-500-breakout-meets-a-bearish-vix-breakdown-200173674,200173674,2017,01,26,-0.3333333333333333
287947,AAPL,Big Dollar Dips Amid Lack Of Trading Clues,opinion,2016-10-26,Dean Popplewell,https://www.investing.com/analysis/big-dollar-dips-amid-lack-of-trading-clues-200160752,200160752,2016,10,26,-1
288157,AAPL,4 Strong Buy MassMutual Mutual Funds To Consider,opinion,2016-09-15,Zacks Investment Research,https://www.investing.com/analysis/4-strong-buy-massmutual-mutual-funds-to-consider-200154025,200154025,2016,09,15,1
288292,AAPL,7 Stocks The Smart Money Loves   Or Hates,opinion,2016-08-21,Charles Sizemore,https://www.investing.com/analysis/stocks-the-smart-money-are-buyingâ€¦-and-selling-200149082,200149082,2016,08,21,0.3333333333333333
288417,AAPL,Nintendo Stock Falls As Pokemon Go Expects Limited Profitability,opinion,2016-07-25,Zacks Investment Research,https://www.investing.com/analysis/nintendo-stock-falls-as-pokemon-go-expects-limited-profitability-200144017,200144017,2016,07,25,-1
288662,AAPL,U S  Equity ETFs Top Asset Flows Last Week,opinion,2016-05-31,Zacks Investment Research,https://www.investing.com/analysis/u.s.-equity-etfs-top-asset-flows-last-week-200133133,200133133,2016,05,31,1
288787,AAPL,Can GoPro  GPRO  Trump Sinking Top Line And Drone Delay ,opinion,2016-05-09,Zacks Investment Research,https://www.investing.com/analysis/can-gopro-(gpro)-trump-sinking-top-line-and-drone-delay-200128913,200128913,2016,05,09,0
288907,AAPL,Apple Is STILL So Cheap  It s Actually Ridiculous,opinion,2016-04-11,Charles Sizemore,"https://www.investing.com/analysis/apple-still-so-cheap,-itâ€™s-actually-ridiculousâ€¦-200124599",200124599,2016,04,11,-1
289042,AAPL,Is Fitbit Inc A Misunderstood Stock ,opinion,2016-01-14,InvestCorrectly,https://www.investing.com/analysis/is-fitbit-inc-(nyse:fit)-a-misunderstood-stock-379986,379986,2016,01,14,-1
289181,AAPL,European Markets Focused On UK GDP Data US Tune For Consumer Confidence,opinion,2015-10-27,AvaTrade,https://www.investing.com/analysis/european-markets-focused-on-uk-gdp-data-us-tune-for-consumer-confidence-269391,269391,2015,10,27,1
289311,AAPL,12 Signs That Imminent Global Financial Crash Has Become More Likely,opinion,2015-08-12,Michael T. Snyder,https://www.investing.com/analysis/12-signs-that-an-imminent-global-financial-crash-has-become-even-more-261347,261347,2015,08,12,-1
289411,AAPL,Shanghai As Leading SPX Indicator,opinion,2015-07-09,Jesse Felder,https://www.investing.com/analysis/shanghai-as-a-leading-indicator-for-the-s-p-500-257825,257825,2015,07,09,1
289541,AAPL,Gold s Leading Indicators  PBOC  Barrick,opinion,2015-04-28,Stewart Thomson,https://www.investing.com/analysis/gold's-leading-indicators:-pboc---barrick-249917,249917,2015,04,28,1
289701,AAPL,How To Profit From The Greek Debt Crisis,opinion,2015-02-19,Keith Fitz-Gerald,https://www.investing.com/analysis/how-to-profit-from-the-greek-debt-crisis-242397,242397,2015,02,19,-1
289845,AAPL,Apple Consolidation Looks Healthy,opinion,2014-11-07,Petros Steriotis,https://www.investing.com/analysis/apple-consolidation-looks-healthy-231744,231744,2014,11,07,1
289980,AAPL,Amazon Acting Erratically  Short Opportunities In Twitter,opinion,2014-07-30,Justin Smyth,"https://www.investing.com/analysis/amazon-acting-erratically,-short-opportunities-in-twitter-221010",221010,2014,07,30,-1
290125,AAPL,Another Blow Up For Tesla,opinion,2014-02-20,Trading WithWaves,https://www.investing.com/analysis/another-blow-up-for-tesla-203386,203386,2014,02,20,-1
292700,KO,U S  Markets Slump On Fed Rate Debate,opinion,2014-02-19,Midnight Trader,https://www.investing.com/analysis/u.s.-markets-slump-on-fed-rate-debate-203228,203228,2014,02,19,-1
298306,MSFT,Microsoft profit falls on sluggish Windows demand  tax charge,news,2015-01-26,Reuters,"https://www.investing.com/news/technology-news/microsoft-profit-falls-on-sluggish-windows-demand,-tax-charge-325155",325155,2015,01,26,-1
298560,MSFT,U S  stocks trim data driven gains  brace for earnings  Dow up 0 36   ,news,2014-03-28,Investing.com,"https://www.investing.com/news/stock-market-news/u.s.-stocks-trim-data-driven-gains,-brace-for-earnings;-dow-up-0.36-274593",274593,2014,03,28,1
300739,MSFT,Intel  Google   Microsoft Discover New Low Risk Chip Flaws,opinion,2018-05-22,Zacks Investment Research,https://www.investing.com/analysis/intel-google--microsoft-discover-new-lowrisk-chip-flaws-200318730,200318730,2018,05,22,-1
300844,MSFT,Pure Storage  PSTG  Q4 Earnings  Revenues Beat Estimates,opinion,2018-03-05,Zacks Investment Research,https://www.investing.com/analysis/pure-storage-pstg-q4-earnings-revenues-beat-estimates-200295886,200295886,2018,03,05,1
301013,MSFT,Real Disposable Income Per Capita Gains In September,opinion,2017-10-30,Jill Mislinski,https://www.investing.com/analysis/real-disposable-income-per-capita-gains-in-september-200257045,200257045,2017,10,30,1
301173,MSFT,Here s Why Nintendo  NTDOY  Is A Strong Buy Stock,opinion,2017-08-08,Zacks Investment Research,https://www.investing.com/analysis/heres-why-nintendo-ntdoy-is-a-strong-buy-stock-200206056,200206056,2017,08,08,1
301273,MSFT,Top Stock Research Reports For Microsoft  UPS  Alibaba   Others,opinion,2017-06-02,Zacks Investment Research,"https://www.investing.com/analysis/top-stock-research-reports-for-microsoft,-ups,-alibaba---others-200192927",200192927,2017,06,02,1
301442,MSFT,Windstream  WIN  Reports Wider than Expected Loss In Q3,opinion,2016-11-07,Zacks Investment Research,https://www.investing.com/analysis/windstream-(win)-reports-wider-than-expected-loss-in-q3-200163513,200163513,2016,11,07,0
301552,MSFT,Ingram Micro  IM  Expands Its Cloud Marketplace To Brazil,opinion,2016-09-14,Zacks Investment Research,https://www.investing.com/analysis/ingram-micro-(im)-expands-its-cloud-marketplace-to-brazil-200153805,200153805,2016,09,14,-1
301702,MSFT,Why Is Activision Blizzard  ATVI  Stock Gaining Today  ,opinion,2016-06-16,Zacks Investment Research,https://www.investing.com/analysis/why-is-activision-blizzard-(atvi)-stock-gaining-today-200136477,200136477,2016,06,16,1
301871,MSFT,Danger Zone Stock  Marketo  MKTO ,opinion,2015-10-06,David Trainer,https://www.investing.com/analysis/danger-zone:-marketo-(mkto)-267173,267173,2015,10,06,-1
312434,GE,Top Tips For Finding The Best Turnaround Stocks In 2019,opinion,2018-12-12,Zacks Investment Research,https://www.investing.com/analysis/top-tips-for-finding-the-best-turnaround-stocks-in-2019-200367880,200367880,2018,12,12,1
312724,GE,GE Helped Lower By Market Correction  How Low Can It Go  ,opinion,2018-02-18,Anna Coulling,https://www.investing.com/analysis/ge-helped-lower-by-the-market-correction-200291547,200291547,2018,02,18,1
312874,GE,Brazil prosecutors allege jailed GE executive helped company partake in medical cartel,news,2018-07-11,Reuters,https://www.investing.com/news/stock-market-news/brazil-prosecutors-allege-jailed-ge-executive-helped-company-partake-in-medical-cartel-1526058,1526058,2018,07,11,0
313034,GE,Crude Oil Prices   Weekly Outlook  April 30   May 4,news,2018-04-29,Investing.com,https://www.investing.com/news/commodities-news/crude-oil-prices--weekly-outlook-april-30--may-4-1420364,1420364,2018,04,29,-1
313143,GE,4 Top Sector ETFs   Stocks To Outperform In Q1 Earnings,opinion,2017-04-11,Zacks Investment Research,https://www.investing.com/analysis/4-top-sector-etfs---stocks-to-outperform-in-q1-earnings-200182500,200182500,2017,04,11,1
313252,GE,GE Beats Q3 Earnings  Misses Revenues  2016 View Narrowed,opinion,2016-10-20,Zacks Investment Research,"https://www.investing.com/analysis/ge-beats-q3-earnings,-misses-revenues;-2016-view-narrowed-200160014",200160014,2016,10,20,-1
313398,GE,GE raises stake in Sweden s Arcam by buying shares from hedge funds,news,2017-12-27,Reuters,https://www.investing.com/news/stock-market-news/ge-raises-stake-in-swedens-arcam-by-buying-shares-from-hedge-funds-1034257,1034257,2017,12,27,-1
314177,GE,Sensing threat  UPS plans to expand its 3D printing operations,news,2016-09-16,Reuters,"https://www.investing.com/news/technology-news/sensing-threat,-ups-plans-to-expand-its-3d-printing-operations-426774",426774,2016,09,16,-1
314302,GE,Pratt   Whitney head says jet engine output risks easing,news,2016-02-15,Reuters,https://www.investing.com/news/stock-market-news/pratt--amp;-whitney-head-says-jet-engine-output-risks-easing-384789,384789,2016,02,15,0
314501,GE,European stocks fall broadly as Greek debt talks stall  Dax down 0 94 ,news,2015-06-12,Investing.com,https://www.investing.com/news/stock-market-news/european-stocks-fall-broadly-as-greek-debt-talks-stall;-dax-down-0.94-346317,346317,2015,06,12,-1
314745,GE,U S  stocks open mixed after tepid data  Dow Jones up 0 04 ,news,2014-01-17,Investing.com,https://www.investing.com/news/stock-market-news/u.s.-stocks-open-mixed-after-tepid-data;-dow-jones-up-0.04-260989,260989,2014,01,17,-1
379550,AMZN,Day Ahead  Top 3 Things to Watch,news,2018-10-10,Investing.com,https://www.investing.com/news/stock-market-news/day-ahead-top-3-things-to-watch-1639436,1639436,2018,10,10,1
380230,AMZN,Xiaomi Tumbles Nearly 20  From IPO Peak ,news,2018-08-22,Investing.com,https://www.investing.com/news/stock-market-news/xiaomi-tumbles-nearly-20-from-ipo-peak-1582548,1582548,2018,08,22,-1
381030,AMZN,Amazon roundup  Kid friendly content to iOS  first Alabama fulfillment center,news,2018-06-22,Seeking Alpha,https://www.investing.com/news/stock-market-news/amazon-roundup-kidfriendly-content-to-ios-first-alabama-fulfillment-center-1504356,1504356,2018,06,22,1
381340,AMZN,ACLU  Amazon facial rec tech used by police poses a  threat ,news,2018-05-22,Seeking Alpha,https://www.investing.com/news/stock-market-news/aclu-amazon-facial-rec-tech-used-by-police-poses-a-threat-1457709,1457709,2018,05,22,-1
383315,AMZN,China s JD com complains of  serious  U S  protectionism,news,2018-01-24,Reuters,https://www.investing.com/news/technology-news/chinas-jdcom-complains-of-serious-us-protectionism-1145753,1145753,2018,01,24,-1
384394,AMZN,Amazon allowed by law to undercut Australian businesses  regulator,news,2017-11-04,Reuters,https://www.investing.com/news/technology-news/amazon-allowed-by-law-to-undercut-australian-businesses-regulator-763921,763921,2017,11,04,-1
384679,AMZN,Founder of Canadian  Just for Laughs  comedy festival quits amid abuse allegations,news,2017-10-19,Reuters,https://www.investing.com/news/general-news/founder-of-canadian-just-for-laughs-comedy-festival-quits-amid-abuse-allegations-544459,544459,2017,10,19,-1
385085,AMZN,5 Perfect Buys For Rising Rates  And Dividends Up To 6 8  ,opinion,2018-07-03,Brett Owens,https://www.investing.com/analysis/5-perfect-buys-for-rising-rates-and-dividends-up-to-68-200329066,200329066,2018,07,03,1
385935,AMZN,Sprouts Farmers Loses 12  Since Q1 Earnings  Here s Why,opinion,2018-06-06,Zacks Investment Research,https://www.investing.com/analysis/sprouts-farmers-loses-12-since-q1-earnings-heres-why-200322737,200322737,2018,06,06,-1
386545,AMZN,The Big Short  NASDAQ 100  QQQ  Gaps Epic Resistance Retrace,opinion,2018-05-15,Gareth Soloway,https://www.investing.com/analysis/the-big-short-nasdaq-100-qqq-gaps-epic-resistance-retrace-200316141,200316141,2018,05,15,-1
386709,AMZN,Bloomberg  Amazon considering Slack acquisition,news,2017-06-15,Seeking Alpha,https://www.investing.com/news/stock-market-news/bloomberg:-amazon-considering-slack-acquisition-495797,495797,2017,06,15,-1
386830,AMZN,Puma Biotech  PBYI  Q1 Loss Narrows  Sales Miss  Stock Down,opinion,2018-05-09,Zacks Investment Research,https://www.investing.com/analysis/puma-biotech-pbyi-q1-loss-narrows-sales-miss-stock-down-200315036,200315036,2018,05,09,-1
387229,AMZN,Britain loses one billion pounds through VAT fraud and error by Amazon and eBay sellers,news,2017-04-19,Reuters,https://www.investing.com/news/technology-news/britain-loses-$1.28-billion-through-vat-fraud-and-error-by-amazon-and-ebay-sellers-475398,475398,2017,04,19,-1
387510,AMZN,Why Earnings Season Could Be Great For Ferro  FOE ,opinion,2018-04-20,Zacks Investment Research,https://www.investing.com/analysis/why-earnings-season-could-be-great-for-ferro-foe-200307331,200307331,2018,04,20,-1
387685,AMZN,EBay s  EBAY  Q1 Earnings To Gain From Marketplace Growth,opinion,2018-04-19,Zacks Investment Research,https://www.investing.com/analysis/ebays-ebay-q1-earnings-to-gain-from-marketplace-growth-200307493,200307493,2018,04,19,1
387870,AMZN,3 Tech Stocks To Buy Amid Possible Market Recovery  ,opinion,2018-04-11,Zacks Investment Research,https://www.investing.com/analysis/3-tech-stocks-to-buy-amid-possible-market-recovery-200304833,200304833,2018,04,11,1
388275,AMZN,Lennar s  LEN  Q1 Earnings   Revenues Improve Y Y,opinion,2018-04-03,Zacks Investment Research,https://www.investing.com/analysis/lennars-len-q1-earnings--revenues-improve-yy-200303042,200303042,2018,04,03,1
388455,AMZN,Did President Trump Send Amazon  AMZN  Stock Lower ,opinion,2018-03-28,Zacks Investment Research,https://www.investing.com/analysis/did-president-trump-send-amazon-amzn-stock-lower-200301524,200301524,2018,03,28,1
389592,AMZN,Barnes   Noble sales fall for fifth straight quarter,news,2015-09-09,Reuters,https://www.investing.com/news/technology-news/barnes--amp;-noble-sales-fall-for-fifth-straight-quarter-360770,360770,2015,09,09,0
393389,AMZN,4 Strong Reasons To Buy Retail ETFs Ahead Of Black Friday,opinion,2017-11-19,Zacks Investment Research,https://www.investing.com/analysis/4-strong-reasons-to-buy-retail-etfs-ahead-of-black-friday-200266857,200266857,2017,11,19,1
396494,AMZN,Is PayPal Likely To Benefit From Swift Financial Buyout ,opinion,2017-08-14,Zacks Investment Research,https://www.investing.com/analysis/is-paypal-likely-to-benefit-from-swift-financial-buyout-200207303,200207303,2017,08,14,1
398114,AMZN,Walmart Is Crushing Amazon In China ,opinion,2017-05-18,Zacks Investment Research,https://www.investing.com/analysis/walmart-is-crushing-amazon-in-china-200190106,200190106,2017,05,18,-1
398279,AMZN,Why Schwab Will Dominate The World Of Low Cost ETF Investing,opinion,2017-05-04,Zacks Investment Research,https://www.investing.com/analysis/why-schwab-will-dominate-the-world-of-low-cost-etf-investing-200187200,200187200,2017,05,04,1
398674,AMZN,Productivity Myths Shattered  Is Productivity Rising Or Falling  Why ,opinion,2017-04-05,Mike (Mish) Shedlock,https://www.investing.com/analysis/productivity-myths-shattered:-is-productivity-rising-or-falling-why-200181353,200181353,2017,04,05,-1
399833,AMZN,Stocks Stage A Nice Comeback After 1st Presidential Debate,opinion,2016-09-28,Warren Bevan,https://www.investing.com/analysis/back-on-track-200155896,200155896,2016,09,28,1
402012,AMZN,Global Markets  A Bang Or A Whimper,opinion,2015-04-29,Gary Christenson,https://www.investing.com/analysis/with-a-bang-or-a-whimper-250078,250078,2015,04,29,-1
415989,MMM,3M raises 2017 profit forecast  first quarter results top estimates,news,2017-04-25,Reuters,https://www.investing.com/news/stock-market-news/post-it-maker-3m's-quarterly-profit-rises-3.8-percent-477050,477050,2017,04,25,1
419864,JNJ,Johnson   Johnson gets court reversal of verdict over talc cancer risks,news,2017-10-17,Seeking Alpha,https://www.investing.com/news/stock-market-news/johnson--johnson-gets-court-reversal-of-verdict-over-talc-cancer-risks-543120,543120,2017,10,17,-1
420005,JNJ,Aduro  ADRO  Q3 Loss Narrower Than Expected  Revenues Lag,opinion,2018-10-30,Zacks Investment Research,https://www.investing.com/analysis/aduro-adro-q3-loss-narrower-than-expected-revenues-lag-200352475,200352475,2018,10,30,-1
420120,JNJ,3 Top Large Cap Value Mutual Funds For Stupendous Returns,opinion,2018-02-07,Zacks Investment Research,https://www.investing.com/analysis/3-top-largecap-value-mutual-funds-for-stupendous-returns-200288390,200288390,2018,02,07,1
429585,JPM,Is JPMorgan Large Cap Growth A  OLGAX  A Strong Mutual Fund Pick Right Now ,opinion,2018-02-13,Zacks Investment Research,https://www.investing.com/analysis/is-jpmorgan-large-cap-growth-a-olgax-a-strong-mutual-fund-pick-right-now-200290367,200290367,2018,02,13,1
429759,JPM,3 Strong Buy JP Morgan Mutual Funds For Great Returns,opinion,2017-12-27,Zacks Investment Research,https://www.investing.com/analysis/3-strong-buy-jp-morgan-mutual-funds-for-great-returns-200276361,200276361,2017,12,27,1
429975,JPM,U S  weekly jobless claims data bolsters labor market outlook,news,2018-10-18,Reuters,https://www.investing.com/news/economy-news/us-weekly-jobless-claims-drop-continuing-claims-lowest-since-1973-1649716,1649716,2018,10,18,-1
430410,JPM,European bank stocks lose more ground as concerns on Turkey spread,news,2018-08-13,Reuters,https://www.investing.com/news/stock-market-news/european-bank-stocks-lose-more-ground-as-concerns-on-turkey-spread-1571368,1571368,2018,08,13,-1
430590,JPM,U S  inflation steadily firming  labor market strong,news,2018-07-12,Reuters,https://www.investing.com/news/economic-indicators/us-weekly-jobless-claims-fall-to-twomonth-low-1527131,1527131,2018,07,12,1
430734,JPM,Gold Advances Among Softer U S  Yields,opinion,2017-04-14,Ipek Ozkardeskaya,https://www.investing.com/analysis/lcg-morning-call-200182936,200182936,2017,04,14,1
430830,JPM,JPMorgan s Dimon sees more innings left in economic recovery,news,2018-06-01,Seeking Alpha,https://www.investing.com/news/stock-market-news/jpmorgans-dimon-sees-more-innings-left-in-economic-recovery-1477567,1477567,2018,06,01,1
431325,JPM,JPMorgan plans new Manhattan headquarters in boost to Midtown,news,2018-02-21,Reuters,https://www.investing.com/news/economy-news/jpmorgan-plans-new-manhattan-headquarters-in-boost-to-midtown-1289503,1289503,2018,02,21,1
432104,JPM,Cryptos   Bitcoin Prices Jump Back Above  4K in Impressive Turnaround,news,2017-09-18,Investing.com,https://www.investing.com/news/cryptocurrency-news/cryptos--bitcoin-prices-jump-back-above-4k-in-impressive-turnaround-529981,529981,2017,09,18,1
432784,JPM,Portugal breaks ranks as star euro zone bond performer,news,2017-05-04,Reuters,https://www.investing.com/news/economy-news/portugal-breaks-ranks-as-star-euro-zone-bond-performer-480101,480101,2017,05,04,-1
433428,JPM,Wall Street surges after Trump wins White House,news,2016-11-09,Reuters,https://www.investing.com/news/stock-market-news/futures-tumble-as-trump-opens-path-to-white-house-438917,438917,2016,11,09,1
433853,JPM,Brexit remains biggest threat to UK growth  say economists,news,2016-05-11,Reuters,"https://www.investing.com/news/economy-news/brexit-remains-biggest-threat-to-uk-growth,-say-economists-401310",401310,2016,05,11,-1
434547,JPM,JPMorgan in advanced talks to settle forex investigation,news,2015-05-05,Reuters,https://www.investing.com/news/economy-news/jpmorgan-says-currency-probe-settlement-talks-in-'advanced-stages'-340404,340404,2015,05,05,1
438089,XOM,Exxon CEO Woods urges Trump to back Paris climate accord,news,2017-05-26,Seeking Alpha,https://www.investing.com/news/stock-market-news/exxon-ceo-woods-urges-trump-to-back-paris-climate-accord-489064,489064,2017,05,26,1
438348,XOM,4 Top Oil Stocks With Winning Streaks At Earnings Season,opinion,2016-08-24,Zacks Investment Research,https://www.investing.com/analysis/4-top-oil-stocks-with-winning-streaks-at-earnings-season-200149819,200149819,2016,08,24,1
438528,XOM,New York court orders Exxon  PwC to comply with NY AG subpoena,news,2016-10-26,Reuters,"https://www.investing.com/news/stock-market-news/new-york-court-orders-exxon,-pwc-to-comply-with-ny-ag-subpoena-435020",435020,2016,10,26,-1
438882,XOM,Exxon Mobil s Profits Fall 46  In First Quarter,news,2015-04-30,International Business Times,https://www.investing.com/news/stock-market-news/exxon-mobil's-profits-fall-46-in-first-quarter-339695,339695,2015,04,30,-1
441980,PFE,Pfizer To Post Upbeat Earnings,opinion,2018-01-30,Trade12,https://www.investing.com/analysis/pfizer-to-post-upbeat-earnings-200284831,200284831,2018,01,30,1
442234,PFE,Sangamo s  SGMO  Hemophilia A Drug Gets Fast Track Status ,opinion,2017-05-17,Zacks Investment Research,https://www.investing.com/analysis/sangamo's-(sgmo)-hemophilia-a-drug-gets-fast-track-status-200189783,200189783,2017,05,17,1
442524,T,Slim s America Movil posts third quarter loss  hurt by Colombia payment,news,2017-10-24,Reuters,https://www.investing.com/news/stock-market-news/america-movil-reports-net-loss-of-955-billion-pesos-in-third-quarter-547017,547017,2017,10,24,-1
442674,T,FCC website hit by attacks after  net neutrality  proposal,news,2017-05-08,Reuters,https://www.investing.com/news/technology-news/fcc-website-hit-by-attacks-after-'net-neutrality'-proposal-481308,481308,2017,05,08,-1
442838,T,U S  consumers should be free to sue banks  credit card companies  agency,news,2016-05-06,Reuters,"https://www.investing.com/news/stock-market-news/u.s.-regulator-seeks-return-of-class-action-suits-against-credit-cards,-banks-400181",400181,2016,05,06,0
